,2021-10-31,2020-10-25,2019-10-27,2018-10-28
Research Development,2485000000.0,2234000000.0,2054000000.0,2022000000.0
Effect Of Accounting Charges,,,,
Income Before Tax,6771000000.0,4166000000.0,3269000000.0,4396000000.0
Minority Interest,,,,
Net Income,5888000000.0,3619000000.0,2706000000.0,3038000000.0
Selling General Administrative,1184000000.0,1013000000.0,960000000.0,999000000.0
Gross Profit,10926000000.0,7715000000.0,6386000000.0,7517000000.0
Ebit,7257000000.0,4468000000.0,3372000000.0,4496000000.0
Operating Income,7257000000.0,4468000000.0,3372000000.0,4496000000.0
Other Operating Expenses,,,,
Interest Expense,-236000000.0,-240000000.0,-237000000.0,-234000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,883000000.0,547000000.0,563000000.0,1358000000.0
Total Revenue,23063000000.0,17202000000.0,14608000000.0,16705000000.0
Total Operating Expenses,15806000000.0,12734000000.0,11236000000.0,12209000000.0
Cost Of Revenue,12137000000.0,9487000000.0,8222000000.0,9188000000.0
Total Other Income Expense Net,-486000000.0,-302000000.0,-103000000.0,32000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,5888000000.0,3619000000.0,2706000000.0,3038000000.0
Net Income Applicable To Common Shares,5888000000.0,3619000000.0,2706000000.0,3038000000.0
